Player Name,Archetype,Total MP,Total 3P,Total 3PA,Total 2P,Total 2PA,Total FT,Total FTA,Total ORB,Total DRB,Total AST,Total STL,Total BLK,Total TOV,Total PF,Total PTS
Khris Middleton,3,1485.0,93.5,247.5,225.49999999999997,396.0,99.0,121.00000000000001,38.5,214.5,291.5,49.5,16.5,126.49999999999999,143.0,830.5
Kyle Anderson,3,1785.4,7.9,47.4,189.6,387.1,94.8,134.29999999999998,63.2,213.3,331.8,71.10000000000001,47.4,94.8,126.4,505.6
Luguentz Dort,3,2243.6,158.0,395.0,134.29999999999998,260.7,126.4,158.0,71.10000000000001,213.3,110.6,71.10000000000001,47.4,71.10000000000001,229.1,861.1
Malachi Flynn,3,1754.0,111.30000000000001,335.6,164.3,313.1,105.5,140.3,40.3,184.0,261.5,80.6,15.5,125.4,136.8,760.4
Malik Beasley,3,2338.4,221.2,545.1,94.8,181.7,23.7,31.6,39.5,252.8,110.6,55.3,7.9,55.3,158.0,892.7
Max Strus,3,2240.0,168.0,476.0,133.0,252.0,77.0,98.0,63.0,273.0,280.0,63.0,28.0,112.0,168.0,854.0
Mike Conley,3,2196.4,182.4,402.8,114.0,235.6,98.8,114.0,38.0,182.4,448.40000000000003,91.2,15.200000000000001,98.8,129.2,866.4
Moritz Wagner,3,1416.0,40.0,112.0,296.0,440.0,168.0,208.0,120.0,232.0,96.0,40.0,24.0,96.0,160.0,872.0
Naz Reid,3,1960.2,170.1,405.0,234.9,445.5,105.3,145.8,72.9,348.3,105.3,64.8,72.9,113.39999999999999,170.1,1093.5
Nickeil Alexander-Walker,3,1918.8,131.20000000000002,336.2,106.60000000000001,205.0,49.199999999999996,65.60000000000001,32.800000000000004,131.20000000000002,205.0,65.60000000000001,41.0,73.8,139.4,656.0
Nicolas Batum,3,3060.3,142.5,369.6,82.8,141.3,35.099999999999994,46.8,140.39999999999998,357.9,256.5,96.6,74.1,82.8,215.7,639.6
Norman Powell,3,1991.2,167.20000000000002,387.59999999999997,205.20000000000002,387.59999999999997,144.4,174.79999999999998,15.200000000000001,182.4,83.60000000000001,45.6,22.8,68.4,136.8,1056.4
Obi Toppin,3,1730.2,98.39999999999999,254.20000000000002,229.6,328.0,73.8,98.39999999999999,82.0,237.79999999999998,131.20000000000002,49.199999999999996,41.0,65.60000000000001,139.4,844.6
Ochai Agbaji,3,3279.9,124.5,423.6,234.9,441.59999999999997,75.9,110.1,143.7,283.5,166.8,91.19999999999999,93.6,127.80000000000001,234.6,908.7
Payton Pritchard,3,1828.6000000000001,147.6,385.40000000000003,147.6,254.20000000000002,49.199999999999996,57.4,73.8,196.79999999999998,278.8,41.0,8.200000000000001,57.4,106.60000000000001,787.1999999999999
Quentin Grimes,3,2049.3,162.3,479.40000000000003,81.60000000000001,172.5,68.39999999999999,92.7,30.0,169.5,134.1,72.0,13.8,55.2,153.0,717.3
Reggie Jackson,3,1820.3999999999999,98.39999999999999,287.0,221.4,475.59999999999997,82.0,98.39999999999999,32.800000000000004,123.0,311.59999999999997,41.0,16.400000000000002,106.60000000000001,147.6,836.4
Rui Hachimura,3,1829.1999999999998,95.19999999999999,231.2,265.2,442.0,102.0,136.0,61.2,238.0,81.6,40.8,27.200000000000003,47.599999999999994,102.0,924.8
Russell Westbrook,3,1530.0,40.8,156.39999999999998,258.4,510.0,108.80000000000001,163.2,95.19999999999999,251.60000000000002,306.0,74.80000000000001,20.4,142.8,122.4,754.8
Saddiq Bey,3,2060.1000000000004,113.4,359.1,176.39999999999998,340.20000000000005,170.10000000000002,201.60000000000002,170.10000000000002,245.7,94.5,50.400000000000006,12.600000000000001,56.7,88.19999999999999,863.0999999999999
Sam Hauser,3,1738.0,197.5,466.1,55.3,94.8,15.8,15.8,47.4,229.1,79.0,39.5,23.7,31.6,102.7,711.0
Santi Aldama,3,1616.5,103.7,305.0,140.29999999999998,262.3,54.9,85.39999999999999,73.2,280.59999999999997,140.29999999999998,42.699999999999996,54.9,67.10000000000001,91.5,652.6999999999999
Scoot Henderson,3,1767.0,86.8,266.59999999999997,217.0,527.0,167.4,204.6,55.800000000000004,142.6,334.8,49.6,12.4,210.79999999999998,192.20000000000002,868.0
T.J. McConnell,3,1292.2,21.3,42.6,312.40000000000003,546.7,49.699999999999996,63.9,35.5,156.20000000000002,390.5,71.0,7.1000000000000005,106.5,78.10000000000001,724.1999999999999
Taurean Prince,3,2106.0,140.4,358.79999999999995,109.19999999999999,218.39999999999998,46.8,70.2,23.4,210.60000000000002,117.0,54.599999999999994,31.200000000000003,70.2,148.2,694.2
Terance Mann,3,1875.0,67.5,202.5,180.0,292.5,82.5,97.5,90.0,165.0,120.0,45.0,15.0,45.0,142.5,660.0
Tim Hardaway Jr.,3,2117.2000000000003,213.3,600.4,181.7,379.2,142.20000000000002,165.9,23.7,229.1,142.20000000000002,39.5,7.9,71.10000000000001,102.7,1137.6000000000001
Toumani Camara,3,1736.0,56.0,175.0,140.0,266.0,77.0,98.0,140.0,203.0,84.0,63.0,35.0,84.0,175.0,525.0
Tre Jones,3,2140.6,61.6,192.5,238.70000000000002,408.09999999999997,100.10000000000001,115.5,61.6,231.0,477.40000000000003,77.0,7.7,115.5,92.39999999999999,770.0
Tre Mann,3,1975.7,92.1,253.0,196.89999999999998,377.4,91.2,117.5,41.2,255.8,329.1,99.4,6.9,130.70000000000002,96.6,763.9
Trey Murphy III,3,1687.2,171.0,444.59999999999997,108.3,176.70000000000002,125.4,148.20000000000002,39.9,239.4,125.4,51.300000000000004,28.5,34.199999999999996,68.39999999999999,843.6
Tyler Herro,3,1407.0,130.20000000000002,331.8,193.2,403.2,96.6,109.2,21.0,201.6,189.0,29.4,4.2,92.4,63.0,873.6
Tyus Jones,3,1933.8,105.60000000000001,257.4,217.79999999999998,409.2,33.0,39.6,19.8,158.4,481.8,72.60000000000001,19.8,66.0,46.199999999999996,792.0
Vasilije Mici?,3,2352.0,87.0,309.0,231.0,432.0,123.0,153.0,24.0,147.0,525.0,60.0,12.0,201.0,132.0,843.0
Vince Williams Jr.,3,1435.2,78.0,208.0,88.39999999999999,171.6,104.0,130.0,57.2,228.8,176.79999999999998,46.800000000000004,36.4,93.60000000000001,135.20000000000002,520.0
Xavier Tillman Sr.,3,1946.4,43.2,163.4,203.4,397.6,42.6,100.80000000000001,138.60000000000002,282.4,153.39999999999998,99.4,87.2,69.0,152.8,570.2
Zach Collins,3,1524.9,55.2,179.4,241.5,434.7,124.2,158.7,117.3,255.3,193.2,34.5,55.2,131.1,207.0,772.8
